cause_id cause_name mapTarget
385 "Other neonatal disorders" P720
379 "Other maternal disorders" O749
385 "Other neonatal disorders" P762
379 "Other maternal disorders" O88013
379 "Other maternal disorders" O92113
385 "Other neonatal disorders" P930
394 Syphilis A5030
396 "Gonococcal infection" A543
934 "Drug-susceptible tuberculosis" A1783
335 "Meningococcal meningitis" A3983
368 "Maternal sepsis and other maternal infections" O2322
369 "Maternal hypertensive disorders" O10119
370 "Maternal obstructed labor and uterine rupture" O321XX4
375 "Indirect maternal deaths" O24119
384 "Hemolytic disease and other neonatal jaundice" P58
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44119
943 "Other leukemia" C9161
964 "Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms" D47
967 "Other benign and in situ neoplasms" N6031
495 "Ischemic stroke" G465
497 "Subarachnoid hemorrhage" I6030
527 "Peptic ulcer disease" K263
528 "Gastritis and duodenitis" K2950
562 "Opioid use disorders" F11181
563 "Cocaine use disorders" F14180
564 "Amphetamine use disorders" F15180
566 "Other drug use disorders" F13181
592 "Chronic kidney disease due to glomerulonephritis" N042
656 Cellulitis L0304
643 "Congenital heart anomalies" Q213
649 "Congenital musculoskeletal and limb anomalies" Q658
651 "Digestive congenital anomalies" Q393
652 "Other congenital birth defects" Q048
602 "Other urinary diseases" N279
608 "Genital prolapse" N8183
615 "Sickle cell disorders" D5740
690 "Pedestrian road injuries" V0109
691 "Cyclist road injuries" V103XXA
692 "Motorcyclist road injuries" V203XXA
693 "Motor vehicle road injuries" V303XXA
694 "Other road injuries" V8002XS
705 "Unintentional firearm injuries" W3300XS
707 "Other exposure to mechanical forces" W210
711 "Non-venomous animal contact" W5311
721 "Self-harm by firearm" X732XXA
725 "Physical violence by firearm" X942XXA
726 "Physical violence by sharp object" X998XXA
727 "Physical violence by other means" X923XXA
368 "Maternal sepsis and other maternal infections" O868
370 "Maternal obstructed labor and uterine rupture" O641XX4
995 "Maternal abortion and miscarriage" O032
375 "Indirect maternal deaths" O98119
379 "Other maternal disorders" O09212
381 "Neonatal preterm birth" P0720
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P029
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D045
495 "Ischemic stroke" I6310
566 "Other drug use disorders" F16180
975 "Diabetes mellitus type 1" E10351
976 "Diabetes mellitus type 2" E11351
657 Pyoderma A672
648 "Other chromosomal abnormalities" Q926
650 "Urogenital congenital anomalies" Q510
652 "Other congenital birth defects" Q078
612 "Other gynecological diseases" N7681
690 "Pedestrian road injuries" V0609
694 "Other road injuries" V823XXA
707 "Other exposure to mechanical forces" W363XXA
723 "Self-harm by other specified means" X713XXA
727 "Physical violence by other means" X963XXA
367 "Maternal hemorrhage" O45001
368 "Maternal sepsis and other maternal infections" O91119
370 "Maternal obstructed labor and uterine rupture" O7182
375 "Indirect maternal deaths" O9892
379 "Other maternal disorders" O2211
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P115
495 "Ischemic stroke" I66
566 "Other drug use disorders" F18180
652 "Other congenital birth defects" Q124
612 "Other gynecological diseases" N8353
707 "Other exposure to mechanical forces" W409XXA
723 "Self-harm by other specified means" X771XXA
727 "Physical violence by other means" Y021XXA
379 "Other maternal disorders" O2622
381 "Neonatal preterm birth" P278
496 "Intracerebral hemorrhage" I69139
657 Pyoderma L021
650 "Urogenital congenital anomalies" Q642
652 "Other congenital birth defects" Q319
595 "Urinary tract infections" N3040
727 "Physical violence by other means" Y07411
379 "Other maternal disorders" O29013
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P2480
385 "Other neonatal disorders" P0508
379 "Other maternal disorders" O343
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P919
652 "Other congenital birth defects" Q82
618 "Other hemoglobinopathies and hemolytic anemias" D61810
707 "Other exposure to mechanical forces" W4904
379 "Other maternal disorders" O402XX4
943 "Other leukemia" C959
657 Pyoderma L9712
385 "Other neonatal disorders" P520
379 "Other maternal disorders" O6012
379 "Other maternal disorders" O691XX3
385 "Other neonatal disorders" P721
379 "Other maternal disorders" O75
385 "Other neonatal disorders" P768
379 "Other maternal disorders" O88019
379 "Other maternal disorders" O92119
385 "Other neonatal disorders" P938
394 Syphilis A5031
396 "Gonococcal infection" A5430
934 "Drug-susceptible tuberculosis" A1789
335 "Meningococcal meningitis" A3984
368 "Maternal sepsis and other maternal infections" O2323
369 "Maternal hypertensive disorders" O1012
370 "Maternal obstructed labor and uterine rupture" O321XX5
375 "Indirect maternal deaths" O2412
384 "Hemolytic disease and other neonatal jaundice" P580
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4412
943 "Other leukemia" C9162
964 "Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms" D470
967 "Other benign and in situ neoplasms" N6032
495 "Ischemic stroke" G466
497 "Subarachnoid hemorrhage" I6031
527 "Peptic ulcer disease" K264
528 "Gastritis and duodenitis" K2951
562 "Opioid use disorders" F11182
563 "Cocaine use disorders" F14181
564 "Amphetamine use disorders" F15181
566 "Other drug use disorders" F13182
592 "Chronic kidney disease due to glomerulonephritis" N043
656 Cellulitis L03041
643 "Congenital heart anomalies" Q214
649 "Congenital musculoskeletal and limb anomalies" Q6581
651 "Digestive congenital anomalies" Q394
652 "Other congenital birth defects" Q049
602 "Other urinary diseases" N28
608 "Genital prolapse" N8184
615 "Sickle cell disorders" D5741
690 "Pedestrian road injuries" V0109XA
691 "Cyclist road injuries" V103XXD
692 "Motorcyclist road injuries" V203XXD
693 "Motor vehicle road injuries" V303XXD
694 "Other road injuries" V801
705 "Unintentional firearm injuries" W3301
707 "Other exposure to mechanical forces" W2100
711 "Non-venomous animal contact" W5311XA
721 "Self-harm by firearm" X732XXD
725 "Physical violence by firearm" X942XXD
726 "Physical violence by sharp object" X998XXD
727 "Physical violence by other means" X923XXD
370 "Maternal obstructed labor and uterine rupture" O641XX5
995 "Maternal abortion and miscarriage" O033
375 "Indirect maternal deaths" O9812
379 "Other maternal disorders" O09213
381 "Neonatal preterm birth" P0721
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P03
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D046
495 "Ischemic stroke" I6311
566 "Other drug use disorders" F16183
975 "Diabetes mellitus type 1" E10359
976 "Diabetes mellitus type 2" E11359
657 Pyoderma A673
648 "Other chromosomal abnormalities" Q9261
650 "Urogenital congenital anomalies" Q511
652 "Other congenital birth defects" Q079
612 "Other gynecological diseases" N7689
690 "Pedestrian road injuries" V0609XA
694 "Other road injuries" V823XXD
707 "Other exposure to mechanical forces" W363XXD
723 "Self-harm by other specified means" X713XXD
727 "Physical violence by other means" X963XXD
367 "Maternal hemorrhage" O45002
368 "Maternal sepsis and other maternal infections" O9112
370 "Maternal obstructed labor and uterine rupture" O7189
375 "Indirect maternal deaths" O9893
379 "Other maternal disorders" O2212
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P119
495 "Ischemic stroke" I660
566 "Other drug use disorders" F18188
652 "Other congenital birth defects" Q128
612 "Other gynecological diseases" N836
707 "Other exposure to mechanical forces" W409XXD
723 "Self-harm by other specified means" X771XXD
727 "Physical violence by other means" Y021XXD
379 "Other maternal disorders" O2623
381 "Neonatal preterm birth" P279
496 "Intracerebral hemorrhage" I6914
657 Pyoderma L0211
650 "Urogenital congenital anomalies" Q643
652 "Other congenital birth defects" Q32
595 "Urinary tract infections" N3041
727 "Physical violence by other means" Y0742
379 "Other maternal disorders" O29019
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P2481
385 "Other neonatal disorders" P051
379 "Other maternal disorders" O3430
652 "Other congenital birth defects" Q820
618 "Other hemoglobinopathies and hemolytic anemias" D61811
707 "Other exposure to mechanical forces" W4904XA
379 "Other maternal disorders" O402XX5
657 Pyoderma L97121
385 "Other neonatal disorders" P521
379 "Other maternal disorders" O6012X0
379 "Other maternal disorders" O691XX4
385 "Other neonatal disorders" P722
379 "Other maternal disorders" O750
385 "Other neonatal disorders" P769
379 "Other maternal disorders" O8802
379 "Other maternal disorders" O9212
385 "Other neonatal disorders" P94
394 Syphilis A5032
396 "Gonococcal infection" A5431
934 "Drug-susceptible tuberculosis" A179
335 "Meningococcal meningitis" A3989
368 "Maternal sepsis and other maternal infections" O233
369 "Maternal hypertensive disorders" O1013
370 "Maternal obstructed labor and uterine rupture" O321XX9
375 "Indirect maternal deaths" O2413
384 "Hemolytic disease and other neonatal jaundice" P581
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44121
943 "Other leukemia" C919
964 "Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms" D471
967 "Other benign and in situ neoplasms" N6039
495 "Ischemic stroke" G467
497 "Subarachnoid hemorrhage" I6032
527 "Peptic ulcer disease" K265
528 "Gastritis and duodenitis" K296
562 "Opioid use disorders" F11188
563 "Cocaine use disorders" F14182
564 "Amphetamine use disorders" F15182
566 "Other drug use disorders" F13188
592 "Chronic kidney disease due to glomerulonephritis" N044
656 Cellulitis L03042
643 "Congenital heart anomalies" Q218
649 "Congenital musculoskeletal and limb anomalies" Q6582
651 "Digestive congenital anomalies" Q395
602 "Other urinary diseases" N280
608 "Genital prolapse" N8185
615 "Sickle cell disorders" D57411
690 "Pedestrian road injuries" V0109XD
691 "Cyclist road injuries" V103XXS
692 "Motorcyclist road injuries" V203XXS
693 "Motor vehicle road injuries" V303XXS
694 "Other road injuries" V8011
705 "Unintentional firearm injuries" W3301XA
707 "Other exposure to mechanical forces" W2100XA
711 "Non-venomous animal contact" W5311XD
721 "Self-harm by firearm" X732XXS
725 "Physical violence by firearm" X942XXS
726 "Physical violence by sharp object" X998XXS
727 "Physical violence by other means" X923XXS
370 "Maternal obstructed labor and uterine rupture" O641XX9
995 "Maternal abortion and miscarriage" O0330
375 "Indirect maternal deaths" O9813
379 "Other maternal disorders" O09219
381 "Neonatal preterm birth" P0722
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P030
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D0460
495 "Ischemic stroke" I63111
566 "Other drug use disorders" F16188
975 "Diabetes mellitus type 1" E1036
976 "Diabetes mellitus type 2" E1136
657 Pyoderma A679
648 "Other chromosomal abnormalities" Q9262
650 "Urogenital congenital anomalies" Q5110
612 "Other gynecological diseases" N77
690 "Pedestrian road injuries" V0609XD
694 "Other road injuries" V823XXS
707 "Other exposure to mechanical forces" W363XXS
723 "Self-harm by other specified means" X713XXS
727 "Physical violence by other means" X963XXS
367 "Maternal hemorrhage" O45003
368 "Maternal sepsis and other maternal infections" O9113
370 "Maternal obstructed labor and uterine rupture" O719
375 "Indirect maternal deaths" O99
379 "Other maternal disorders" O2213
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P12
495 "Ischemic stroke" I6601
566 "Other drug use disorders" F1819
652 "Other congenital birth defects" Q129
612 "Other gynecological diseases" N837
707 "Other exposure to mechanical forces" W409XXS
723 "Self-harm by other specified means" X771XXS
727 "Physical violence by other means" Y021XXS
379 "Other maternal disorders" O263
381 "Neonatal preterm birth" P28
496 "Intracerebral hemorrhage" I69141
657 Pyoderma L0212
650 "Urogenital congenital anomalies" Q6431
652 "Other congenital birth defects" Q320
595 "Urinary tract infections" N308
727 "Physical violence by other means" Y07420
379 "Other maternal disorders" O2902
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P249
385 "Other neonatal disorders" P0510
379 "Other maternal disorders" O3431
652 "Other congenital birth defects" Q821
618 "Other hemoglobinopathies and hemolytic anemias" D61818
707 "Other exposure to mechanical forces" W4904XD
379 "Other maternal disorders" O402XX9
657 Pyoderma L97122
385 "Other neonatal disorders" P522
379 "Other maternal disorders" O6012X1
379 "Other maternal disorders" O691XX5
385 "Other neonatal disorders" P728
379 "Other maternal disorders" O751
379 "Other maternal disorders" O8803
379 "Other maternal disorders" O9213
385 "Other neonatal disorders" P940
394 Syphilis A5039
396 "Gonococcal infection" A5432
934 "Drug-susceptible tuberculosis" A18
335 "Meningococcal meningitis" A399
368 "Maternal sepsis and other maternal infections" O2330
369 "Maternal hypertensive disorders" O102
370 "Maternal obstructed labor and uterine rupture" O322
375 "Indirect maternal deaths" O243
384 "Hemolytic disease and other neonatal jaundice" P582
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44122
964 "Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms" D472
967 "Other benign and in situ neoplasms" N604
495 "Ischemic stroke" G468
497 "Subarachnoid hemorrhage" I604
527 "Peptic ulcer disease" K266
528 "Gastritis and duodenitis" K2960
562 "Opioid use disorders" F1119
563 "Cocaine use disorders" F14188
564 "Amphetamine use disorders" F15188
566 "Other drug use disorders" F1319
592 "Chronic kidney disease due to glomerulonephritis" N045
656 Cellulitis L03049
643 "Congenital heart anomalies" Q219
649 "Congenital musculoskeletal and limb anomalies" Q6589
651 "Digestive congenital anomalies" Q396
602 "Other urinary diseases" N281
608 "Genital prolapse" N8189
615 "Sickle cell disorders" D57412
690 "Pedestrian road injuries" V0109XS
691 "Cyclist road injuries" V104
692 "Motorcyclist road injuries" V204
693 "Motor vehicle road injuries" V304
694 "Other road injuries" V8011XA
705 "Unintentional firearm injuries" W3301XD
707 "Other exposure to mechanical forces" W2100XD
711 "Non-venomous animal contact" W5311XS
721 "Self-harm by firearm" X738
725 "Physical violence by firearm" X948
726 "Physical violence by sharp object" X999
727 "Physical violence by other means" X928
370 "Maternal obstructed labor and uterine rupture" O642
995 "Maternal abortion and miscarriage" O0331
375 "Indirect maternal deaths" O982
379 "Other maternal disorders" O0929
381 "Neonatal preterm birth" P0723
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P031
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D0461
495 "Ischemic stroke" I63112
566 "Other drug use disorders" F1619
975 "Diabetes mellitus type 1" E1039
976 "Diabetes mellitus type 2" E1139
648 "Other chromosomal abnormalities" Q927
650 "Urogenital congenital anomalies" Q5111
612 "Other gynecological diseases" N770
690 "Pedestrian road injuries" V0609XS
694 "Other road injuries" V824
707 "Other exposure to mechanical forces" W368
723 "Self-harm by other specified means" X718
727 "Physical violence by other means" X964
367 "Maternal hemorrhage" O45009
368 "Maternal sepsis and other maternal infections" O912
375 "Indirect maternal deaths" O990
379 "Other maternal disorders" O222
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P120
495 "Ischemic stroke" I6602
566 "Other drug use disorders" F182
652 "Other congenital birth defects" Q13
612 "Other gynecological diseases" N838
707 "Other exposure to mechanical forces" W42
723 "Self-harm by other specified means" X772
727 "Physical violence by other means" Y028
379 "Other maternal disorders" O2630
381 "Neonatal preterm birth" P280
496 "Intracerebral hemorrhage" I69142
657 Pyoderma L0213
650 "Urogenital congenital anomalies" Q6432
652 "Other congenital birth defects" Q321
595 "Urinary tract infections" N3080
727 "Physical violence by other means" Y07421
379 "Other maternal disorders" O29021
385 "Other neonatal disorders" P0511
379 "Other maternal disorders" O3432
652 "Other congenital birth defects" Q822
618 "Other hemoglobinopathies and hemolytic anemias" D6182
707 "Other exposure to mechanical forces" W4904XS
379 "Other maternal disorders" O403
657 Pyoderma L97123
385 "Other neonatal disorders" P5221
379 "Other maternal disorders" O6012X2
379 "Other maternal disorders" O691XX9
385 "Other neonatal disorders" P729
379 "Other maternal disorders" O752
379 "Other maternal disorders" O881
379 "Other maternal disorders" O922
385 "Other neonatal disorders" P941
394 Syphilis A504
396 "Gonococcal infection" A5433
934 "Drug-susceptible tuberculosis" A180
368 "Maternal sepsis and other maternal infections" O2331
369 "Maternal hypertensive disorders" O1021
370 "Maternal obstructed labor and uterine rupture" O322XX0
375 "Indirect maternal deaths" O2431
384 "Hemolytic disease and other neonatal jaundice" P583
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44129
964 "Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms" D473
967 "Other benign and in situ neoplasms" N6041
497 "Subarachnoid hemorrhage" I605
527 "Peptic ulcer disease" K267
528 "Gastritis and duodenitis" K2961
562 "Opioid use disorders" F112
563 "Cocaine use disorders" F1419
564 "Amphetamine use disorders" F1519
566 "Other drug use disorders" F132
592 "Chronic kidney disease due to glomerulonephritis" N046
656 Cellulitis L031
643 "Congenital heart anomalies" Q22
649 "Congenital musculoskeletal and limb anomalies" Q659
651 "Digestive congenital anomalies" Q398
608 "Genital prolapse" N819
615 "Sickle cell disorders" D57419
690 "Pedestrian road injuries" V011
691 "Cyclist road injuries" V104XXA
692 "Motorcyclist road injuries" V204XXA
693 "Motor vehicle road injuries" V304XXA
694 "Other road injuries" V8011XD
705 "Unintentional firearm injuries" W3301XS
707 "Other exposure to mechanical forces" W2100XS
711 "Non-venomous animal contact" W5319
721 "Self-harm by firearm" X738XXA
725 "Physical violence by firearm" X948XXA
727 "Physical violence by other means" X928XXA
370 "Maternal obstructed labor and uterine rupture" O642XX0
995 "Maternal abortion and miscarriage" O0332
375 "Indirect maternal deaths" O9821
379 "Other maternal disorders" O09291
381 "Neonatal preterm birth" P0724
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P032
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D0462
495 "Ischemic stroke" I63119
566 "Other drug use disorders" F162
975 "Diabetes mellitus type 1" E104
976 "Diabetes mellitus type 2" E114
648 "Other chromosomal abnormalities" Q928
650 "Urogenital congenital anomalies" Q512
612 "Other gynecological diseases" N771
690 "Pedestrian road injuries" V061
694 "Other road injuries" V824XXA
707 "Other exposure to mechanical forces" W368XXA
723 "Self-harm by other specified means" X718XXA
727 "Physical violence by other means" X964XXA
367 "Maternal hemorrhage" O4501
375 "Indirect maternal deaths" O9901
379 "Other maternal disorders" O2220
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P121
495 "Ischemic stroke" I6603
566 "Other drug use disorders" F1820
652 "Other congenital birth defects" Q130
612 "Other gynecological diseases" N839
707 "Other exposure to mechanical forces" W420
723 "Self-harm by other specified means" X772XXA
727 "Physical violence by other means" Y028XXA
379 "Other maternal disorders" O2631
381 "Neonatal preterm birth" P281
496 "Intracerebral hemorrhage" I69143
657 Pyoderma L022
650 "Urogenital congenital anomalies" Q6433
652 "Other congenital birth defects" Q322
595 "Urinary tract infections" N3081
727 "Physical violence by other means" Y0743
379 "Other maternal disorders" O29022
385 "Other neonatal disorders" P0512
379 "Other maternal disorders" O3433
652 "Other congenital birth defects" Q823
618 "Other hemoglobinopathies and hemolytic anemias" D6189
707 "Other exposure to mechanical forces" W4909
379 "Other maternal disorders" O403XX0
657 Pyoderma L97124
385 "Other neonatal disorders" P5222
379 "Other maternal disorders" O6012X3
379 "Other maternal disorders" O692
379 "Other maternal disorders" O753
379 "Other maternal disorders" O8811
379 "Other maternal disorders" O9220
385 "Other neonatal disorders" P942
394 Syphilis A5040
396 "Gonococcal infection" A5439
934 "Drug-susceptible tuberculosis" A1801
368 "Maternal sepsis and other maternal infections" O2332
369 "Maternal hypertensive disorders" O10211
370 "Maternal obstructed labor and uterine rupture" O322XX1
375 "Indirect maternal deaths" O24311
384 "Hemolytic disease and other neonatal jaundice" P584
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4419
964 "Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms" D474
967 "Other benign and in situ neoplasms" N6042
497 "Subarachnoid hemorrhage" I6050
527 "Peptic ulcer disease" K269
528 "Gastritis and duodenitis" K297
562 "Opioid use disorders" F1120
563 "Cocaine use disorders" F142
564 "Amphetamine use disorders" F152
566 "Other drug use disorders" F1320
592 "Chronic kidney disease due to glomerulonephritis" N047
656 Cellulitis L0311
643 "Congenital heart anomalies" Q220
649 "Congenital musculoskeletal and limb anomalies" Q66
651 "Digestive congenital anomalies" Q399
615 "Sickle cell disorders" D578
690 "Pedestrian road injuries" V0110
691 "Cyclist road injuries" V104XXD
692 "Motorcyclist road injuries" V204XXD
693 "Motor vehicle road injuries" V304XXD
694 "Other road injuries" V8011XS
705 "Unintentional firearm injuries" W3302
707 "Other exposure to mechanical forces" W2101
711 "Non-venomous animal contact" W5319XA
721 "Self-harm by firearm" X738XXD
725 "Physical violence by firearm" X948XXD
727 "Physical violence by other means" X928XXD
370 "Maternal obstructed labor and uterine rupture" O642XX1
995 "Maternal abortion and miscarriage" O0333
375 "Indirect maternal deaths" O98211
379 "Other maternal disorders" O09292
381 "Neonatal preterm birth" P0725
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P033
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D047
495 "Ischemic stroke" I6312
566 "Other drug use disorders" F1620
975 "Diabetes mellitus type 1" E1040
976 "Diabetes mellitus type 2" E1140
648 "Other chromosomal abnormalities" Q929
650 "Urogenital congenital anomalies" Q513
690 "Pedestrian road injuries" V0610
694 "Other road injuries" V824XXD
707 "Other exposure to mechanical forces" W368XXD
723 "Self-harm by other specified means" X718XXD
727 "Physical violence by other means" X964XXD
367 "Maternal hemorrhage" O45011
375 "Indirect maternal deaths" O99011
379 "Other maternal disorders" O2221
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P122
495 "Ischemic stroke" I6609
566 "Other drug use disorders" F1821
652 "Other congenital birth defects" Q131
707 "Other exposure to mechanical forces" W420XXA
723 "Self-harm by other specified means" X772XXD
727 "Physical violence by other means" Y028XXD
379 "Other maternal disorders" O2632
381 "Neonatal preterm birth" P2810
496 "Intracerebral hemorrhage" I69144
657 Pyoderma L0221
650 "Urogenital congenital anomalies" Q6439
652 "Other congenital birth defects" Q323
595 "Urinary tract infections" N309
727 "Physical violence by other means" Y07430
379 "Other maternal disorders" O29023
385 "Other neonatal disorders" P0513
379 "Other maternal disorders" O344
652 "Other congenital birth defects" Q824
618 "Other hemoglobinopathies and hemolytic anemias" D619
707 "Other exposure to mechanical forces" W4909XA
379 "Other maternal disorders" O403XX1
657 Pyoderma L97129
385 "Other neonatal disorders" P523
379 "Other maternal disorders" O6012X4
379 "Other maternal disorders" O692XX0
379 "Other maternal disorders" O754
379 "Other maternal disorders" O88111
379 "Other maternal disorders" O9229
385 "Other neonatal disorders" P948
394 Syphilis A5041
396 "Gonococcal infection" A544
934 "Drug-susceptible tuberculosis" A1802
368 "Maternal sepsis and other maternal infections" O2333
369 "Maternal hypertensive disorders" O10212
370 "Maternal obstructed labor and uterine rupture" O322XX2
375 "Indirect maternal deaths" O24312
384 "Hemolytic disease and other neonatal jaundice" P5841
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44191
964 "Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms" D479
967 "Other benign and in situ neoplasms" N6049
497 "Subarachnoid hemorrhage" I6051
527 "Peptic ulcer disease" K27
528 "Gastritis and duodenitis" K2970
562 "Opioid use disorders" F1121
563 "Cocaine use disorders" F1420
564 "Amphetamine use disorders" F1520
566 "Other drug use disorders" F1321
592 "Chronic kidney disease due to glomerulonephritis" N048
656 Cellulitis L03111
643 "Congenital heart anomalies" Q221
649 "Congenital musculoskeletal and limb anomalies" Q660
651 "Digestive congenital anomalies" Q40
690 "Pedestrian road injuries" V0110XA
691 "Cyclist road injuries" V104XXS
692 "Motorcyclist road injuries" V204XXS
693 "Motor vehicle road injuries" V304XXS
694 "Other road injuries" V8012
705 "Unintentional firearm injuries" W3302XA
707 "Other exposure to mechanical forces" W2101XA
711 "Non-venomous animal contact" W5319XD
721 "Self-harm by firearm" X738XXS
725 "Physical violence by firearm" X948XXS
727 "Physical violence by other means" X928XXS
370 "Maternal obstructed labor and uterine rupture" O642XX2
995 "Maternal abortion and miscarriage" O0334
375 "Indirect maternal deaths" O98212
379 "Other maternal disorders" O09293
381 "Neonatal preterm birth" P0726
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P034
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D0470
495 "Ischemic stroke" I6313
566 "Other drug use disorders" F1621
975 "Diabetes mellitus type 1" E1041
976 "Diabetes mellitus type 2" E1141
648 "Other chromosomal abnormalities" Q93
650 "Urogenital congenital anomalies" Q514
690 "Pedestrian road injuries" V0610XA
694 "Other road injuries" V824XXS
707 "Other exposure to mechanical forces" W368XXS
723 "Self-harm by other specified means" X718XXS
727 "Physical violence by other means" X964XXS
367 "Maternal hemorrhage" O45012
375 "Indirect maternal deaths" O99012
379 "Other maternal disorders" O2222
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P123
495 "Ischemic stroke" I661
566 "Other drug use disorders" F1822
652 "Other congenital birth defects" Q132
707 "Other exposure to mechanical forces" W420XXD
723 "Self-harm by other specified means" X772XXS
727 "Physical violence by other means" Y028XXS
379 "Other maternal disorders" O2633
381 "Neonatal preterm birth" P2811
496 "Intracerebral hemorrhage" I69149
657 Pyoderma L02211
650 "Urogenital congenital anomalies" Q644
652 "Other congenital birth defects" Q324
727 "Physical violence by other means" Y07432
379 "Other maternal disorders" O29029
385 "Other neonatal disorders" P0514
379 "Other maternal disorders" O3440
652 "Other congenital birth defects" Q825
707 "Other exposure to mechanical forces" W4909XD
379 "Other maternal disorders" O403XX2
657 Pyoderma L972
385 "Other neonatal disorders" P524
379 "Other maternal disorders" O6012X5
379 "Other maternal disorders" O692XX1
379 "Other maternal disorders" O755
379 "Other maternal disorders" O88112
379 "Other maternal disorders" O923
385 "Other neonatal disorders" P949
394 Syphilis A5042
396 "Gonococcal infection" A5440
934 "Drug-susceptible tuberculosis" A1803
368 "Maternal sepsis and other maternal infections" O234
369 "Maternal hypertensive disorders" O10213
370 "Maternal obstructed labor and uterine rupture" O322XX3
375 "Indirect maternal deaths" O24313
384 "Hemolytic disease and other neonatal jaundice" P5842
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C44192
967 "Other benign and in situ neoplasms" N608
497 "Subarachnoid hemorrhage" I6052
527 "Peptic ulcer disease" K270
528 "Gastritis and duodenitis" K2971
562 "Opioid use disorders" F1122
563 "Cocaine use disorders" F1421
564 "Amphetamine use disorders" F1521
566 "Other drug use disorders" F1322
592 "Chronic kidney disease due to glomerulonephritis" N049
656 Cellulitis L03112
643 "Congenital heart anomalies" Q222
649 "Congenital musculoskeletal and limb anomalies" Q661
651 "Digestive congenital anomalies" Q400
690 "Pedestrian road injuries" V0110XD
691 "Cyclist road injuries" V105
692 "Motorcyclist road injuries" V205
693 "Motor vehicle road injuries" V305
694 "Other road injuries" V8012XA
705 "Unintentional firearm injuries" W3302XD
707 "Other exposure to mechanical forces" W2101XD
711 "Non-venomous animal contact" W5319XS
721 "Self-harm by firearm" X739
725 "Physical violence by firearm" X949
727 "Physical violence by other means" X929
370 "Maternal obstructed labor and uterine rupture" O642XX3
995 "Maternal abortion and miscarriage" O0335
375 "Indirect maternal deaths" O98213
379 "Other maternal disorders" O09299
381 "Neonatal preterm birth" P073
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P035
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D0471
495 "Ischemic stroke" I63131
566 "Other drug use disorders" F1622
975 "Diabetes mellitus type 1" E1042
976 "Diabetes mellitus type 2" E1142
648 "Other chromosomal abnormalities" Q930
650 "Urogenital congenital anomalies" Q515
690 "Pedestrian road injuries" V0610XD
694 "Other road injuries" V825
707 "Other exposure to mechanical forces" W369
723 "Self-harm by other specified means" X719
727 "Physical violence by other means" X968
367 "Maternal hemorrhage" O45013
375 "Indirect maternal deaths" O99013
379 "Other maternal disorders" O2223
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P124
495 "Ischemic stroke" I6611
566 "Other drug use disorders" F18220
652 "Other congenital birth defects" Q133
707 "Other exposure to mechanical forces" W420XXS
723 "Self-harm by other specified means" X773
727 "Physical violence by other means" Y03
379 "Other maternal disorders" O264
381 "Neonatal preterm birth" P2819
496 "Intracerebral hemorrhage" I6915
657 Pyoderma L02212
650 "Urogenital congenital anomalies" Q645
652 "Other congenital birth defects" Q33
727 "Physical violence by other means" Y07433
